Date,AAPL,GOOGL,MSFT,SPY,TLT,TSLA
2023-01-03,123.21121978759766,88.4516830444336,233.98562622070312,366.069091796875,90.17121124267578,108.0999984741211
2023-01-04,124.48204040527344,87.41948699951172,223.75035095214844,368.895263671875,91.40655517578125,113.63999938964844
2023-01-05,123.16194152832031,85.55358123779297,217.11888122558594,364.68487548828125,91.78874206542969,110.33999633789062
2023-01-06,127.69355010986328,86.6850357055664,219.67770385742188,373.0478515625,93.47731018066406,113.05999755859375
2023-01-09,128.2156982421875,87.35993194580078,221.81661987304688,372.83636474609375,93.97501373291016,119.7699966430664
2023-01-10,128.78707885742188,87.7569351196289,223.50621032714844,375.4510498046875,92.41972351074219,118.8499984741211
2023-01-11,131.50608825683594,90.83368682861328,230.2646026611328,380.19970703125,93.92168426513672,123.22000122070312
2023-01-12,131.4272918701172,90.44660949707031,232.94064331054688,381.58392333984375,95.77027130126953,123.55999755859375
2023-01-13,132.75721740722656,91.42919158935547,233.64382934570312,383.064208984375,94.87265014648438,122.4000015258789
2023-01-17,133.91964721679688,90.60540771484375,234.7376708984375,382.36248779296875,94.25941467285156,131.49000549316406
2023-01-18,133.20050048828125,90.43668365478516,230.3036346435547,376.3257751464844,96.54344940185547,128.77999877929688
2023-01-19,133.25962829589844,92.35222625732422,226.51426696777344,373.5861511230469,95.93913269042969,127.16999816894531
2023-01-20,135.8209686279297,97.28492736816406,234.61070251464844,380.5457763671875,94.38383483886719,133.4199981689453
2023-01-23,139.0128173828125,99.04167175292969,236.91558837890625,385.1117248535156,93.93946838378906,143.75
2023-01-24,140.41172790527344,96.96735382080078,236.38819885253906,384.69842529296875,95.29033660888672,143.88999938964844
2023-01-25,139.7516632080078,94.50595092773438,234.99160766601562,384.8425598144531,95.52141571044922,144.42999267578125
2023-01-26,141.82044982910156,96.78868865966797,242.2090301513672,389.07208251953125,95.0770492553711,160.27000427246094
2023-01-27,143.7611846923828,98.62482452392578,242.36529541015625,389.96612548828125,94.83706665039062,177.89999389648438
2023-01-30,140.87474060058594,96.21305084228516,237.04257202148438,385.07330322265625,94.49048614501953,166.66000366210938
2023-01-31,142.1455535888672,98.09879302978516,242.02345275878906,390.73516845703125,95.24590301513672,173.22000122070312
2023-02-01,143.2686004638672,99.67687225341797,246.84811401367188,394.88775634765625,96.39086151123047,181.41000366210938
2023-02-02,148.57852172851562,106.93204498291016,258.42144775390625,400.6361389160156,96.5156021118164,188.27000427246094
2023-02-03,152.20382690429688,103.99424743652344,252.31736755371094,396.3777770996094,95.0721435546875,189.97999572753906
2023-02-06,149.4749755859375,102.12835693359375,250.77423095703125,393.9553527832031,94.36824798583984,194.75999450683594
2023-02-07,152.35159301757812,106.83280181884766,261.3122863769531,399.10772705078125,93.61087036132812,196.80999755859375
2023-02-08,149.6621551513672,98.62482452392578,260.5016784667969,394.74359130859375,94.05636596679688,201.2899932861328
2023-02-09,148.62774658203125,94.29752349853516,257.4643249511719,391.321533203125,93.16535949707031,207.32000732421875
2023-02-10,148.9927978515625,93.86082458496094,256.95648193359375,392.2346496582031,92.12285614013672,196.88999938964844
2023-02-13,151.79489135742188,93.90052032470703,264.9844970703125,396.83917236328125,92.89804077148438,194.63999938964844
2023-02-14,151.153564453125,93.96998596191406,265.81463623046875,396.65655517578125,92.68421936035156,209.25
2023-02-15,153.25511169433594,96.21305084228516,263.6900329589844,397.94464111328125,91.81993103027344,214.24000549316406
2023-02-16,151.65676879882812,94.79376220703125,256.6698913574219,392.4654541015625,90.5190200805664,202.0399932861328
2023-02-17,150.5122528076172,93.6424560546875,252.66537475585938,391.48492431640625,91.22293090820312,208.30999755859375
2023-02-21,146.49661254882812,91.1016616821289,247.38807678222656,383.63140869140625,89.4498062133789,197.3699951171875
2023-02-22,146.92088317871094,90.96270751953125,246.2523193359375,383.10272216796875,90.2695541381836,200.86000061035156
2023-02-23,147.40432739257812,90.20840454101562,249.44418334960938,385.14056396484375,91.15166473388672,202.07000732421875
2023-02-24,144.75027465820312,88.46160125732422,244.01019287109375,381.0263671875,89.96659851074219,196.8800048828125
2023-02-27,145.944091796875,89.1960678100586,244.9305419921875,382.3240661621094,90.21609497070312,207.6300048828125
2023-02-28,145.44091796875,89.38462829589844,244.2060089111328,380.9109802246094,90.62594604492188,205.7100067138672
2023-03-01,143.3689727783203,89.68238830566406,241.1218719482422,379.4498596191406,89.65234375,202.77000427246094
2023-03-02,143.96095275878906,91.31008911132812,245.86070251464844,382.4009704589844,88.85739135742188,190.89999389648438
2023-03-03,149.01255798339844,92.94770812988281,249.95330810546875,388.53387451171875,91.010009765625,197.7899932861328
2023-03-06,151.77513122558594,94.41661834716797,251.50025939941406,388.80303955078125,90.30436706542969,193.80999755859375
2023-03-07,149.574951171875,93.15613555908203,248.83712768554688,382.8431701660156,90.85819244384766,187.7100067138672
2023-03-08,150.82797241210938,93.543212890625,248.39649963378906,383.4679870605469,90.94750213623047,182.0
2023-03-09,148.57843017578125,91.62769317626953,247.04539489746094,376.39306640625,91.17082214355469,172.9199981689453
2023-03-10,146.51637268066406,89.95035552978516,243.3933563232422,370.9618835449219,94.31494140625,173.44000244140625
2023-03-13,148.4600372314453,90.42676544189453,248.61195373535156,370.4331970214844,94.5293197631836,174.47999572753906
2023-03-14,150.55169677734375,93.26531219482422,255.3383026123047,376.5564880371094,92.97510528564453,183.25999450683594
2023-03-15,150.94639587402344,95.38926696777344,259.8911437988281,374.2013854980469,94.7704849243164,180.4499969482422
2023-03-16,153.76817321777344,99.56770324707031,270.42620849609375,380.7667541503906,94.02912139892578,184.1300048828125
2023-03-17,152.92955017089844,100.85794830322266,273.5886535644531,376.3146057128906,95.44037628173828,180.1300048828125
2023-03-20,155.29745483398438,100.4609375,266.5391845703125,379.93310546875,94.60078430175781,183.25
2023-03-21,157.15234375,104.13319396972656,268.05682373046875,384.9218444824219,93.78791809082031,197.5800018310547
2023-03-22,155.72174072265625,102.59481811523438,266.5979309082031,378.3602600097656,95.03846740722656,191.14999389648438
2023-03-23,156.80703735351562,104.80810546875,271.855712890625,379.3831787109375,95.03846740722656,192.22000122070312
2023-03-24,158.109375,104.64930725097656,274.704833984375,381.8726806640625,95.44037628173828,190.41000366210938
2023-03-27,156.1657257080078,101.691650390625,270.6024169921875,382.5867004394531,93.19841766357422,191.80999755859375
2023-03-28,155.5441131591797,100.27236938476562,269.4764709472656,381.7279052734375,93.36815643310547,189.19000244140625
2023-03-29,158.62245178222656,100.62966918945312,274.6461181640625,387.2762756347656,93.18054962158203,193.8800048828125
2023-03-30,160.1912078857422,100.13341522216797,278.112060546875,389.5439147949219,93.60929107666016,195.27999877929688
2023-03-31,162.69725036621094,102.95211791992188,282.273193359375,395.0343322753906,95.01165008544922,207.4600067138672
2023-04-03,163.95033264160156,103.57740020751953,281.2255859375,396.53961181640625,95.45848846435547,194.77000427246094
2023-04-04,163.41751098632812,103.9346923828125,281.1766662597656,394.33966064453125,95.93309783935547,192.5800018310547
2023-04-05,161.57252502441406,103.68658447265625,278.39605712890625,393.3070983886719,96.93603515625,185.52000427246094
2023-04-06,162.46054077148438,107.60694122314453,285.5042419433594,394.84130859375,97.186767578125,185.05999755859375
2023-04-10,159.86561584472656,105.64180755615234,283.3404541015625,395.2466125488281,95.61966705322266,184.50999450683594
2023-04-11,158.65203857421875,104.55996704101562,276.9176025390625,395.352783203125,95.81668853759766,186.7899932861328
2023-04-12,157.96139526367188,103.85529327392578,277.563720703125,393.7413635253906,95.71819305419922,180.5399932861328
2023-04-13,163.3484649658203,106.62437438964844,283.78106689453125,398.9712829589844,94.96598052978516,185.89999389648438
2023-04-14,163.0031280517578,108.05358123779297,280.1583557128906,397.99664306640625,94.09735870361328,185.0
2023-04-17,163.0228729248047,105.17532348632812,282.76275634765625,399.42474365234375,92.97801208496094,187.0399932861328
2023-04-18,164.24632263183594,103.71634674072266,282.34173583984375,399.68536376953125,93.30933380126953,184.30999755859375
2023-04-19,165.3908233642578,103.39875030517578,282.42010498046875,399.6177673339844,93.21977233886719,180.58999633789062
2023-04-20,164.4239044189453,104.50041961669922,280.1289978027344,397.4370422363281,94.01677703857422,162.99000549316406
2023-04-21,162.81568908691406,104.6195297241211,279.786376953125,397.745849609375,93.48844146728516,165.0800018310547
2023-04-24,163.12155151367188,105.17532348632812,275.8797607421875,398.16070556640625,94.39287567138672,162.5500030517578
2023-04-25,161.58238220214844,103.07121276855469,269.66253662109375,391.8404235839844,95.7808609008789,160.6699981689453
2023-04-26,161.57252502441406,102.93225860595703,289.1955261230469,390.1806945800781,94.76000213623047,153.75
2023-04-27,166.16041564941406,106.78316497802734,298.4576721191406,397.94842529296875,93.81977081298828,160.19000244140625
2023-04-28,167.41342163085938,106.53504943847656,300.8369140625,401.3450012207031,95.3331298828125,164.30999755859375
2023-05-01,167.3246307373047,106.3960952758789,299.1724548339844,400.93975830078125,92.5842514038086,161.8300018310547
2023-05-02,166.28866577148438,104.53020477294922,299.0255432128906,396.4335021972656,94.89143371582031,160.30999755859375
2023-05-03,165.21324157714844,104.6195297241211,298.0367126464844,393.7123718261719,95.4211196899414,160.61000061035156
2023-05-04,163.5753936767578,103.90493774414062,299.0255432128906,390.9237365722656,94.47846984863281,161.1999969482422
2023-05-05,171.25148010253906,104.7783203125,304.1560974121094,398.16070556640625,94.16429138183594,170.05999755859375
2023-05-08,171.18240356445312,106.96182250976562,302.19781494140625,398.2668762207031,92.84458923339844,171.7899932861328
2023-05-09,169.4755096435547,106.54497528076172,300.5823059082031,396.52032470703125,92.51242065429688,169.14999389648438
2023-05-10,171.2416229248047,110.91197967529297,305.7812805175781,398.3730163574219,93.41017150878906,168.5399932861328
2023-05-11,171.4290771484375,115.69583129882812,303.62725830078125,397.67828369140625,94.397705078125,172.0800018310547
2023-05-12,170.5003662109375,116.6287841796875,302.5111389160156,397.15716552734375,93.60768127441406,167.97999572753906
2023-05-15,170.00633239746094,115.63628387451172,302.9909362792969,398.5274658203125,92.63810729980469,166.35000610351562
2023-05-16,170.00633239746094,118.61378479003906,305.2232360839844,395.86419677734375,92.35980224609375,166.52000427246094
2023-05-17,170.61888122558594,119.9338150024414,308.1080322265625,400.66961669921875,92.09046936035156,173.86000061035156
